ID Persona,Cantidad Acumulada,Cantidad Diaria,ultimo_leido,Fecha
077,85,85,077000231,2024-02-08 21:19
079,61,61,079000110,2024-02-08 21:19
079,57,57,079000110,2024-02-08 21:19
069,59,59,069000009,2024-02-08 21:19
069,61,61,069000009,2024-02-08 21:19
500,91,91,500800083,2024-02-08 21:19
500,92,92,500800083,2024-02-08 21:19
008,138,138,008000145,2024-02-08 21:19
058,117,117,058000838,2024-02-08 21:19
030,87,87,030000388,2024-02-08 21:19
058,120,120,058000834,2024-02-08 21:19
030,96,96,030000388,2024-02-08 21:19
058,118,118,058000834,2024-02-08 21:19
010,122,122,010000007,2024-02-08 21:19
010,103,103,010000043,2024-02-08 21:19
010,123,123,010000043,2024-02-08 21:19
003,118,118,003000557,2024-02-08 21:19
003,107,107,003000557,2024-02-08 21:19
004,144,144,004000069,2024-02-08 21:19
004,137,137,004000069,2024-02-08 21:19
066,163,163,066000784,2024-02-08 21:19
066,152,152,066000784,2024-02-08 21:19
500,92,92,500800073,2024-02-08 21:19
500,93,93,500800073,2024-02-08 21:19
031,116,116,031000748,2024-02-08 21:19
032,133,133,032001606,2024-02-08 21:19
031,132,132,031000748,2024-02-08 21:19
030,88,88,030000319,2024-02-08 21:20
030,97,97,030000319,2024-02-08 21:20
008,118,118,008000147,2024-02-08 21:20
008,139,139,008000147,2024-02-08 21:20
007,59,59,007001270,2024-02-08 21:20
007,73,73,007001270,2024-02-08 21:20
003,119,119,003000533,2024-02-08 21:20
003,108,108,003000533,2024-02-08 21:20
500,93,93,500800072,2024-02-08 21:20
500,94,94,500800072,2024-02-08 21:20
031,117,117,031000763,2024-02-08 21:20
031,133,133,031000763,2024-02-08 21:20
010,124,124,010000041,2024-02-08 21:20
079,62,62,079000113,2024-02-08 21:20
079,58,58,079000113,2024-02-08 21:20
066,164,164,066000785,2024-02-08 21:21
066,153,153,066000785,2024-02-08 21:21
500,94,94,500800071,2024-02-08 21:21
069,60,60,069000213,2024-02-08 21:21
500,95,95,500800071,2024-02-08 21:21
069,62,62,069000213,2024-02-08 21:21
004,138,138,004000063,2024-02-08 21:21
032,109,109,032001613,2024-02-08 21:21
081,44,44,081000066,2024-02-08 21:21
032,134,134,032001613,2024-02-08 21:21
058,121,121,058000837,2024-02-08 21:21
058,119,119,058000837,2024-02-08 21:21
077,86,86,077000236,2024-02-08 21:21
077,86,86,077000236,2024-02-08 21:21
007,60,60,007001273,2024-02-08 21:21
074,94,94,074000358,2024-02-08 21:21
007,74,74,007001273,2024-02-08 21:21
074,87,87,074000356,2024-02-08 21:21
074,95,95,074000356,2024-02-08 21:21
074,96,96,074000308,2024-02-08 21:21
062,67,67,062000175,2024-02-08 21:21
075,22,22,075000279,2024-02-08 21:21
075,22,22,075000279,2024-02-08 21:21
010,104,104,010000040,2024-02-08 21:21
010,125,125,010000040,2024-02-08 21:21
074,97,97,074000303,2024-02-08 21:21
074,88,88,074000359,2024-02-08 21:21
074,89,89,074000352,2024-02-08 21:21
074,98,98,074000359,2024-02-08 21:21
074,99,99,074000352,2024-02-08 21:21
074,90,90,074000305,2024-02-08 21:21
074,100,100,074000305,2024-02-08 21:21
031,118,118,031000828,2024-02-08 21:21
031,134,134,031000828,2024-02-08 21:21
073,88,88,073000482,2024-02-08 21:22
073,89,89,073000501,2024-02-08 21:22
073,88,88,073000482,2024-02-08 21:22
073,90,90,073000475,2024-02-08 21:22
073,89,89,073000501,2024-02-08 21:22
500,95,95,500800070,2024-02-08 21:22
500,96,96,500800070,2024-02-08 21:22
073,91,91,073000498,2024-02-08 21:22
073,90,90,073000498,2024-02-08 21:22
074,101,101,074000357,2024-02-08 21:22
079,63,63,079000102,2024-02-08 21:22
079,59,59,079000102,2024-02-08 21:22
032,110,110,032001612,2024-02-08 21:22
032,135,135,032001612,2024-02-08 21:22
069,61,61,069000014,2024-02-08 21:22
073,92,92,073000470,2024-02-08 21:22
073,91,91,073000470,2024-02-08 21:22
031,119,119,031000753,2024-02-08 21:22
031,135,135,031000753,2024-02-08 21:22
071,48,48,071000151,2024-02-08 21:22
004,145,145,004000060,2024-02-08 21:22
004,139,139,004000060,2024-02-08 21:22
008,140,140,008000068,2024-02-08 21:22
066,165,165,066000787,2024-02-08 21:22
058,122,122,058000833,2024-02-08 21:22
066,154,154,066000787,2024-02-08 21:22
058,120,120,058000833,2024-02-08 21:22
030,98,98,030000310,2024-02-08 21:23
077,87,87,077000250,2024-02-08 21:23
077,87,87,077000250,2024-02-08 21:23
032,111,111,032001609,2024-02-08 21:23
032,136,136,032001609,2024-02-08 21:23
078,106,106,078000157,2024-02-08 21:23
078,106,106,078000157,2024-02-08 21:23
031,120,120,031000756,2024-02-08 21:23
079,64,64,079000097,2024-02-08 21:23
031,136,136,031000756,2024-02-08 21:23
079,60,60,079000097,2024-02-08 21:23
007,61,61,007001175,2024-02-08 21:23
008,119,119,008000105,2024-02-08 21:23
066,166,166,066000788,2024-02-08 21:23
008,141,141,008000105,2024-02-08 21:23
010,105,105,010000039,2024-02-08 21:23
066,155,155,066000788,2024-02-08 21:23
010,126,126,010000039,2024-02-08 21:23
500,96,96,500800069,2024-02-08 21:23
500,97,97,500800069,2024-02-08 21:23
078,107,107,078000154,2024-02-08 21:23
078,107,107,078000154,2024-02-08 21:23
030,99,99,030000307,2024-02-08 21:29
073,92,92,073000481,2024-02-08 21:29
073,93,93,073000495,2024-02-08 21:29
073,93,93,073000490,2024-02-08 21:29
078,108,108,078000158,2024-02-08 21:29
073,94,94,073000495,2024-02-08 21:29
078,109,109,078000151,2024-02-08 21:29
078,108,108,078000158,2024-02-08 21:29
078,110,110,078000156,2024-02-08 21:29
078,109,109,078000151,2024-02-08 21:29
078,111,111,078000159,2024-02-08 21:29
078,110,110,078000159,2024-02-08 21:29
073,95,95,073000507,2024-02-08 21:29
079,61,61,079000105,2024-02-08 21:29
079,65,65,079000100,2024-02-08 21:29
079,62,62,079000108,2024-02-08 21:29
079,63,63,079000100,2024-02-08 21:29
074,91,91,074000362,2024-02-08 21:29
074,102,102,074000361,2024-02-08 21:29
074,92,92,074000302,2024-02-08 21:29
074,103,103,074000362,2024-02-08 21:29
079,66,66,079000096,2024-02-08 21:29
074,104,104,074000302,2024-02-08 21:29
003,120,120,003000581,2024-02-08 21:29
003,109,109,003000581,2024-02-08 21:29
080,26,26,080000194,2024-02-08 21:29
077,88,88,077000232,2024-02-08 21:30
077,88,88,077000232,2024-02-08 21:30
077,89,89,077000235,2024-02-08 21:30
077,89,89,077000235,2024-02-08 21:30
077,90,90,077000230,2024-02-08 21:30
077,91,91,077000238,2024-02-08 21:30
077,90,90,077000230,2024-02-08 21:30
077,91,91,077000238,2024-02-08 21:30
081,45,45,081000074,2024-02-08 21:30
081,46,46,081000083,2024-02-08 21:30
081,27,27,081000080,2024-02-08 21:30
081,47,47,081000071,2024-02-08 21:30
500,97,97,500800076,2024-02-08 21:30
073,94,94,073000492,2024-02-08 21:30
500,98,98,500800076,2024-02-08 21:30
004,146,146,004000057,2024-02-08 21:30
073,96,96,073000492,2024-02-08 21:30
077,92,92,077000227,2024-02-08 21:30
004,140,140,004000057,2024-02-08 21:30
077,92,92,077000227,2024-02-08 21:30
058,123,123,058000836,2024-02-08 21:30
032,137,137,032001610,2024-02-08 21:30
066,167,167,066000789,2024-02-08 21:30
010,106,106,010000038,2024-02-08 21:30
066,156,156,066000789,2024-02-08 21:30
069,62,62,069000206,2024-02-08 21:30
010,127,127,010000038,2024-02-08 21:30
010,107,107,010000035,2024-02-08 21:30
010,128,128,010000035,2024-02-08 21:30
010,108,108,010000036,2024-02-08 21:30
010,129,129,010000034,2024-02-08 21:30
010,130,130,010000036,2024-02-08 21:30
010,109,109,010000031,2024-02-08 21:30
010,131,131,010000031,2024-02-08 21:30
078,111,111,078000162,2024-02-08 21:30
058,124,124,058000835,2024-02-08 21:30
058,125,125,058000840,2024-02-08 21:30
058,121,121,058000835,2024-02-08 21:30
058,126,126,058000845,2024-02-08 21:30
058,122,122,058000840,2024-02-08 21:30
058,123,123,058000845,2024-02-08 21:30
003,121,121,003000587,2024-02-08 21:31
030,89,89,030000312,2024-02-08 21:31
003,110,110,003000587,2024-02-08 21:31
030,90,90,030000316,2024-02-08 21:31
030,100,100,030000312,2024-02-08 21:31
030,101,101,030000316,2024-02-08 21:31
030,102,102,030000315,2024-02-08 21:31
030,91,91,030000318,2024-02-08 21:31
500,98,98,500800075,2024-02-08 21:31
030,103,103,030000318,2024-02-08 21:31
500,99,99,500800075,2024-02-08 21:31
032,112,112,032001629,2024-02-08 21:31
032,113,113,032001632,2024-02-08 21:31
032,138,138,032001629,2024-02-08 21:31
032,114,114,032001614,2024-02-08 21:31
030,92,92,030000325,2024-02-08 21:31
032,139,139,032001632,2024-02-08 21:31
032,140,140,032001614,2024-02-08 21:31
030,104,104,030000325,2024-02-08 21:31
032,115,115,032001611,2024-02-08 21:31
032,141,141,032001611,2024-02-08 21:31
004,147,147,004000059,2024-02-08 21:31
031,137,137,031000787,2024-02-08 21:31
031,121,121,031000825,2024-02-08 21:31
004,141,141,004000059,2024-02-08 21:31
031,122,122,031000777,2024-02-08 21:31
031,138,138,031000777,2024-02-08 21:31
066,168,168,066000792,2024-02-08 21:31
071,49,49,071000145,2024-02-08 21:31
066,169,169,066000790,2024-02-08 21:31
066,157,157,066000792,2024-02-08 21:31
066,170,170,066000794,2024-02-08 21:31
066,158,158,066000790,2024-02-08 21:31
066,159,159,066000794,2024-02-08 21:31
066,171,171,066000793,2024-02-08 21:31
066,160,160,066000791,2024-02-08 21:31
066,161,161,066000793,2024-02-08 21:31
007,75,75,007001170,2024-02-08 21:31
007,76,76,007001173,2024-02-08 21:31
079,67,67,079000114,2024-02-08 21:31
064,114,114,064000767,2024-02-08 21:31
007,77,77,007001176,2024-02-08 21:31
064,115,115,064000763,2024-02-08 21:31
064,110,110,064000767,2024-02-08 21:31
064,111,111,064000763,2024-02-08 21:31
062,71,71,062000187,2024-02-08 21:31
004,148,148,004000055,2024-02-08 21:31
004,142,142,004000055,2024-02-08 21:31
004,149,149,004000056,2024-02-08 21:31
004,150,150,004000054,2024-02-08 21:31
004,143,143,004000056,2024-02-08 21:31
004,144,144,004000054,2024-02-08 21:31
004,151,151,004000058,2024-02-08 21:31
004,145,145,004000058,2024-02-08 21:31
003,122,122,003000584,2024-02-08 21:31
003,111,111,003000593,2024-02-08 21:31
003,123,123,003000590,2024-02-08 21:31
003,112,112,003000584,2024-02-08 21:31
001,92,92,001001079,2024-02-08 21:31
003,113,113,003000590,2024-02-08 21:31
500,99,99,500800074,2024-02-08 21:31
001,88,88,001001079,2024-02-08 21:31
500,100,100,500800074,2024-02-08 21:31
078,112,112,078000165,2024-02-08 21:31
001,93,93,001001083,2024-02-08 21:31
078,112,112,078000165,2024-02-08 21:31
001,94,94,001001089,2024-02-08 21:31
001,89,89,001001083,2024-02-08 21:31
001,95,95,001001092,2024-02-08 21:31
001,90,90,001001089,2024-02-08 21:31
001,96,96,001001094,2024-02-08 21:31
001,91,91,001001092,2024-02-08 21:31
066,172,172,066000795,2024-02-08 21:31
001,92,92,001001094,2024-02-08 21:31
077,93,93,077000229,2024-02-08 21:31
066,162,162,066000795,2024-02-08 21:31
077,93,93,077000229,2024-02-08 21:31
031,123,123,031000734,2024-02-08 21:31
033,111,111,033000569,2024-02-08 21:32
033,121,121,033000569,2024-02-08 21:32
032,142,142,032001626,2024-02-08 21:32
058,127,127,058000842,2024-02-08 21:32
058,124,124,058000842,2024-02-08 21:32
056,115,115,056000281,2024-02-08 21:32
069,63,63,069000207,2024-02-08 21:32
069,63,63,069000203,2024-02-08 21:32
069,64,64,069000207,2024-02-08 21:32
033,122,122,033000641,2024-02-08 21:32
073,97,97,073000494,2024-02-08 21:32
030,93,93,030000322,2024-02-08 21:32
030,105,105,030000322,2024-02-08 21:32
033,112,112,033000577,2024-02-08 21:32
033,123,123,033000577,2024-02-08 21:32
003,124,124,003000596,2024-02-08 21:32
003,114,114,003000596,2024-02-08 21:32
079,64,64,079000117,2024-02-08 21:32
074,105,105,074000304,2024-02-08 21:32
074,106,106,074000363,2024-02-08 21:32
077,94,94,077000226,2024-02-08 21:32
007,62,62,007001174,2024-02-08 21:32
077,94,94,077000226,2024-02-08 21:32
007,78,78,007001174,2024-02-08 21:32
074,93,93,074000364,2024-02-08 21:32
074,107,107,074000364,2024-02-08 21:32
074,108,108,074000365,2024-02-08 21:33
064,116,116,064000765,2024-02-08 21:33
064,112,112,064000765,2024-02-08 21:33
064,117,117,064000764,2024-02-08 21:33
031,124,124,031000821,2024-02-08 21:33
031,139,139,031000821,2024-02-08 21:33
033,124,124,033000571,2024-02-08 21:33
001,97,97,001001084,2024-02-08 21:33
001,93,93,001001084,2024-02-08 21:33
058,128,128,058000841,2024-02-08 21:33
058,125,125,058000841,2024-02-08 21:33
030,94,94,030000321,2024-02-08 21:33
033,113,113,033000648,2024-02-08 21:33
033,125,125,033000648,2024-02-08 21:33
081,28,28,081000089,2024-02-08 21:33
081,48,48,081000089,2024-02-08 21:33
073,95,95,073000486,2024-02-08 21:34
073,98,98,073000486,2024-02-08 21:34
007,79,79,007001179,2024-02-08 21:34
077,95,95,077000223,2024-02-08 21:34
033,114,114,033000589,2024-02-08 21:34
077,95,95,077000223,2024-02-08 21:34
033,126,126,033000589,2024-02-08 21:34
078,113,113,078000082,2024-02-08 21:34
073,96,96,073000491,2024-02-08 21:34
078,113,113,078000082,2024-02-08 21:34
073,99,99,073000491,2024-02-08 21:34
001,98,98,001001090,2024-02-08 21:34
033,115,115,033000560,2024-02-08 21:34
001,94,94,001001090,2024-02-08 21:34
003,125,125,003000569,2024-02-08 21:34
033,127,127,033000560,2024-02-08 21:34
071,51,51,071000148,2024-02-08 21:34
003,115,115,003000569,2024-02-08 21:34
071,50,50,071000148,2024-02-08 21:34
071,51,51,071000150,2024-02-08 21:34
058,129,129,058000847,2024-02-08 21:34
058,126,126,058000847,2024-02-08 21:34
032,143,143,032001623,2024-02-08 21:34
064,113,113,064000760,2024-02-08 21:34
031,125,125,031000814,2024-02-08 21:34
031,140,140,031000814,2024-02-08 21:34
033,116,116,033000557,2024-02-08 21:34
033,128,128,033000557,2024-02-08 21:34
066,173,173,066000796,2024-02-08 21:34
066,163,163,066000796,2024-02-08 21:34
033,117,117,033000613,2024-02-08 21:35
033,129,129,033000613,2024-02-08 21:35
077,96,96,077000224,2024-02-08 21:35
033,130,130,033000563,2024-02-08 21:35
077,96,96,077000224,2024-02-08 21:35
066,174,174,066000797,2024-02-08 21:35
066,164,164,066000797,2024-02-08 21:35
078,114,114,078000160,2024-02-08 21:35
003,126,126,003000566,2024-02-08 21:35
078,114,114,078000160,2024-02-08 21:35
003,116,116,003000566,2024-02-08 21:35
071,52,52,071000143,2024-02-08 21:35
033,118,118,033000638,2024-02-08 21:35
033,131,131,033000638,2024-02-08 21:35
031,126,126,031000822,2024-02-08 21:35
031,141,141,031000822,2024-02-08 21:35
056,116,116,056000284,2024-02-08 21:35
073,97,97,073000485,2024-02-08 21:35
073,100,100,073000485,2024-02-08 21:35
001,99,99,001001087,2024-02-08 21:35
001,95,95,001001087,2024-02-08 21:35
033,119,119,033000610,2024-02-08 21:35
033,132,132,033000610,2024-02-08 21:35
058,130,130,058000853,2024-02-08 21:35
058,127,127,058000853,2024-02-08 21:35
033,120,120,033000580,2024-02-08 21:36
079,68,68,079000098,2024-02-08 21:36
033,133,133,033000580,2024-02-08 21:36
073,98,98,073000444,2024-02-08 21:36
079,65,65,079000098,2024-02-08 21:36
030,95,95,030000317,2024-02-08 21:36
073,101,101,073000444,2024-02-08 21:36
030,106,106,030000317,2024-02-08 21:36
064,118,118,064000761,2024-02-08 21:36
064,114,114,064000761,2024-02-08 21:36
033,121,121,033000574,2024-02-08 21:36
033,134,134,033000574,2024-02-08 21:36
074,94,94,074000368,2024-02-08 21:36
074,109,109,074000367,2024-02-08 21:36
074,110,110,074000368,2024-02-08 21:36
032,116,116,032001617,2024-02-08 21:36
032,144,144,032001617,2024-02-08 21:36
066,175,175,066000798,2024-02-08 21:36
059,197,197,059000277,2024-02-08 21:36
066,165,165,066000798,2024-02-08 21:36
077,97,97,077000225,2024-02-08 21:36
077,97,97,077000225,2024-02-08 21:36
073,99,99,073000431,2024-02-08 21:36
073,102,102,073000431,2024-02-08 21:36
033,122,122,033000568,2024-02-08 21:36
033,135,135,033000568,2024-02-08 21:36
003,127,127,003000563,2024-02-08 21:36
003,117,117,003000563,2024-02-08 21:36
033,123,123,033000554,2024-02-08 21:36
033,136,136,033000554,2024-02-08 21:36
058,131,131,058000846,2024-02-08 21:36
058,128,128,058000846,2024-02-08 21:36
030,107,107,030000385,2024-02-08 21:37
033,124,124,033000559,2024-02-08 21:37
033,137,137,033000559,2024-02-08 21:37
079,69,69,079000109,2024-02-08 21:37
066,176,176,066000800,2024-02-08 21:37
079,66,66,079000109,2024-02-08 21:37
066,166,166,066000800,2024-02-08 21:37
074,95,95,074000370,2024-02-08 21:37
074,111,111,074000370,2024-02-08 21:37
001,100,100,001001097,2024-02-08 21:37
059,198,198,059000280,2024-02-08 21:37
001,96,96,001001097,2024-02-08 21:37
007,63,63,007001180,2024-02-08 21:37
007,80,80,007001180,2024-02-08 21:37
032,117,117,032001620,2024-02-08 21:37
073,100,100,073000440,2024-02-08 21:37
032,145,145,032001620,2024-02-08 21:37
073,103,103,073000440,2024-02-08 21:37
080,27,27,080000205,2024-02-08 21:37
058,132,132,058000850,2024-02-08 21:38
078,115,115,078000164,2024-02-08 21:38
078,115,115,078000164,2024-02-08 21:38
079,70,70,079000112,2024-02-08 21:38
064,119,119,064000714,2024-02-08 21:38
079,67,67,079000112,2024-02-08 21:38
064,115,115,064000714,2024-02-08 21:38
003,128,128,003000560,2024-02-08 21:38
003,118,118,003000560,2024-02-08 21:38
077,98,98,077000222,2024-02-08 21:38
077,98,98,077000222,2024-02-08 21:38
031,127,127,031000818,2024-02-08 21:38
007,64,64,007001183,2024-02-08 21:38
031,142,142,031000818,2024-02-08 21:38
073,101,101,073000437,2024-02-08 21:38
073,104,104,073000437,2024-02-08 21:38
058,133,133,058000749,2024-02-08 21:39
058,129,129,058000749,2024-02-08 21:39
033,125,125,033000622,2024-02-08 21:39
033,138,138,033000622,2024-02-08 21:39
064,120,120,064000713,2024-02-08 21:39
064,116,116,064000713,2024-02-08 21:39
008,120,120,008000093,2024-02-08 21:39
008,142,142,008000093,2024-02-08 21:39
073,102,102,073000434,2024-02-08 21:39
081,49,49,081000228,2024-02-08 21:39
081,50,50,081000082,2024-02-08 21:39
081,51,51,081000079,2024-02-08 21:39
032,118,118,032001639,2024-02-08 21:39
032,146,146,032001639,2024-02-08 21:39
078,116,116,078000163,2024-02-08 21:39
078,116,116,078000163,2024-02-08 21:39
074,96,96,074000371,2024-02-08 21:39
031,128,128,031000823,2024-02-08 21:39
031,143,143,031000823,2024-02-08 21:39
033,139,139,033000620,2024-02-08 21:40
062,72,72,062000238,2024-02-08 21:40
003,129,129,003000554,2024-02-08 21:49
080,28,28,080000199,2024-02-08 21:49
056,120,120,056000298,2024-02-08 21:49
003,119,119,003000554,2024-02-08 21:49
066,177,177,066000799,2024-02-08 21:49
056,117,117,056000298,2024-02-08 21:49
033,126,126,033000586,2024-02-08 21:49
066,167,167,066000799,2024-02-08 21:49
073,103,103,073000447,2024-02-08 21:49
033,140,140,033000586,2024-02-08 21:49
073,104,104,073000425,2024-02-08 21:49
073,105,105,073000447,2024-02-08 21:49
079,71,71,079000103,2024-02-08 21:49
073,106,106,073000425,2024-02-08 21:49
032,119,119,032001642,2024-02-08 21:49
079,68,68,079000103,2024-02-08 21:49
032,147,147,032001642,2024-02-08 21:49
071,52,52,071000139,2024-02-08 21:49
073,107,107,073000421,2024-02-08 21:49
071,53,53,071000139,2024-02-08 21:49
008,121,121,008000104,2024-02-08 21:49
074,112,112,074000369,2024-02-08 21:49
008,143,143,008000104,2024-02-08 21:49
031,129,129,031000819,2024-02-08 21:49
079,72,72,079000106,2024-02-08 21:49
031,144,144,031000819,2024-02-08 21:49
079,69,69,079000106,2024-02-08 21:49
079,73,73,079000116,2024-02-08 21:49
078,117,117,078000167,2024-02-08 21:49
078,117,117,078000166,2024-02-08 21:49
079,70,70,079000116,2024-02-08 21:49
079,74,74,079000119,2024-02-08 21:49
078,118,118,078000166,2024-02-08 21:49
079,75,75,079000121,2024-02-08 21:49
079,71,71,079000119,2024-02-08 21:49
078,118,118,078000168,2024-02-08 21:49
079,72,72,079000121,2024-02-08 21:49
079,76,76,079000118,2024-02-08 21:50
078,119,119,078000168,2024-02-08 21:49
079,73,73,079000118,2024-02-08 21:50
079,74,74,079000115,2024-02-08 21:50
056,118,118,056000289,2024-02-08 21:50
056,121,121,056000834,2024-02-08 21:50
012,113,113,012000234,2024-02-08 21:50
056,119,119,056000834,2024-02-08 21:50
056,122,122,056000297,2024-02-08 21:50
056,120,120,056000297,2024-02-08 21:50
012,114,114,012000204,2024-02-08 21:50
012,135,135,012000204,2024-02-08 21:50
012,115,115,012000228,2024-02-08 21:50
012,116,116,012001335,2024-02-08 21:50
012,136,136,012000228,2024-02-08 21:50
012,137,137,012001335,2024-02-08 21:50
079,75,75,079000122,2024-02-08 21:50
074,97,97,074000375,2024-02-08 21:50
079,76,76,079000120,2024-02-08 21:50
074,98,98,074000372,2024-02-08 21:50
074,113,113,074000375,2024-02-08 21:50
074,99,99,074000374,2024-02-08 21:50
074,114,114,074000372,2024-02-08 21:50
074,100,100,074000376,2024-02-08 21:50
074,115,115,074000374,2024-02-08 21:50
074,116,116,074000376,2024-02-08 21:50
074,101,101,074000340,2024-02-08 21:50
074,117,117,074000340,2024-02-08 21:50
073,108,108,073000436,2024-02-08 21:50
033,127,127,033000601,2024-02-08 21:50
057,181,181,057000118,2024-02-08 21:50
001,101,101,001001096,2024-02-08 21:51
033,141,141,033000601,2024-02-08 21:50
001,97,97,001001096,2024-02-08 21:51
073,105,105,073000427,2024-02-08 21:51
073,106,106,073000418,2024-02-08 21:51
056,123,123,056000830,2024-02-08 21:51
073,109,109,073000418,2024-02-08 21:51
056,121,121,056000830,2024-02-08 21:51
069,64,64,069000201,2024-02-08 21:51
069,65,65,069000201,2024-02-08 21:51
069,66,66,069000197,2024-02-08 21:51
078,119,119,078000174,2024-02-08 21:51
069,67,67,069000194,2024-02-08 21:51
078,120,120,078000171,2024-02-08 21:51
078,120,120,078000174,2024-02-08 21:51
078,121,121,078000170,2024-02-08 21:51
078,121,121,078000171,2024-02-08 21:51
058,134,134,058000724,2024-02-08 21:51
078,122,122,078000170,2024-02-08 21:51
058,135,135,058000771,2024-02-08 21:51
058,130,130,058000724,2024-02-08 21:51
058,131,131,058000771,2024-02-08 21:51
058,136,136,058000849,2024-02-08 21:51
058,132,132,058000849,2024-02-08 21:51
078,122,122,078000169,2024-02-08 21:51
078,123,123,078000169,2024-02-08 21:51
058,137,137,058000632,2024-02-08 21:51
058,138,138,058000735,2024-02-08 21:51
058,133,133,058000632,2024-02-08 21:51
028,121,121,028000927,2024-02-08 21:51
058,134,134,058000735,2024-02-08 21:51
028,121,121,028000927,2024-02-08 21:51
033,128,128,033000617,2024-02-08 21:51
028,122,122,028000924,2024-02-08 21:51
030,96,96,030000382,2024-02-08 21:51
033,142,142,033000617,2024-02-08 21:51
030,108,108,030000382,2024-02-08 21:51
033,129,129,033000608,2024-02-08 21:51
033,130,130,033000611,2024-02-08 21:51
033,143,143,033000608,2024-02-08 21:51
033,144,144,033000611,2024-02-08 21:51
033,131,131,033000616,2024-02-08 21:51
033,145,145,033000614,2024-02-08 21:51
030,97,97,030000376,2024-02-08 21:51
033,146,146,033000616,2024-02-08 21:51
030,109,109,030000376,2024-02-08 21:51
030,98,98,030000372,2024-02-08 21:51
030,99,99,030000373,2024-02-08 21:51
030,110,110,030000372,2024-02-08 21:51
030,111,111,030000373,2024-02-08 21:51
032,120,120,032001644,2024-02-08 21:51
032,148,148,032001643,2024-02-08 21:51
032,149,149,032001644,2024-02-08 21:51
032,121,121,032001647,2024-02-08 21:51
032,150,150,032001647,2024-02-08 21:51
032,151,151,032001641,2024-02-08 21:51
032,122,122,032001640,2024-02-08 21:51
032,152,152,032001638,2024-02-08 21:51
031,130,130,031000816,2024-02-08 21:51
032,153,153,032001640,2024-02-08 21:51
031,131,131,031000817,2024-02-08 21:51
031,145,145,031000816,2024-02-08 21:51
031,132,132,031000820,2024-02-08 21:51
031,146,146,031000817,2024-02-08 21:51
071,53,53,071000142,2024-02-08 21:51
031,147,147,031000820,2024-02-08 21:51
071,54,54,071000130,2024-02-08 21:52
071,54,54,071000130,2024-02-08 21:52
071,55,55,071000132,2024-02-08 21:52
007,65,65,007001189,2024-02-08 21:52
007,81,81,007001189,2024-02-08 21:52
064,121,121,064000762,2024-02-08 21:52
064,117,117,064000762,2024-02-08 21:52
007,82,82,007001191,2024-02-08 21:52
064,122,122,064000757,2024-02-08 21:52
069,65,65,069000191,2024-02-08 21:52
064,118,118,064000757,2024-02-08 21:52
008,122,122,008000080,2024-02-08 21:52
008,144,144,008000102,2024-02-08 21:52
008,145,145,008000080,2024-02-08 21:52
008,146,146,008000071,2024-02-08 21:52
008,123,123,008000070,2024-02-08 21:52
056,124,124,056000831,2024-02-08 21:52
008,147,147,008000070,2024-02-08 21:52
062,68,68,062000247,2024-02-08 21:52
056,122,122,056000831,2024-02-08 21:52
062,69,69,062000253,2024-02-08 21:52
004,152,152,004000053,2024-02-08 21:52
004,146,146,004000053,2024-02-08 21:52
004,153,153,004000094,2024-02-08 21:52
004,147,147,004000098,2024-02-08 21:52
003,130,130,003000622,2024-02-08 21:52
004,148,148,004000094,2024-02-08 21:52
003,131,131,003000551,2024-02-08 21:52
003,120,120,003000622,2024-02-08 21:52
003,132,132,003000620,2024-02-08 21:52
003,121,121,003000551,2024-02-08 21:52
003,133,133,003000599,2024-02-08 21:52
003,122,122,003000620,2024-02-08 21:52
003,123,123,003000599,2024-02-08 21:52
001,98,98,001001101,2024-02-08 21:52
001,102,102,001001098,2024-02-08 21:52
001,99,99,001001102,2024-02-08 21:52
001,103,103,001001095,2024-02-08 21:52
001,104,104,001001099,2024-02-08 21:52
001,100,100,001001095,2024-02-08 21:52
001,105,105,001001093,2024-02-08 21:52
001,101,101,001001099,2024-02-08 21:52
001,102,102,001001093,2024-02-08 21:52
001,106,106,001001168,2024-02-08 21:52
004,154,154,004000090,2024-02-08 21:52
001,103,103,001001168,2024-02-08 21:52
004,155,155,004000093,2024-02-08 21:52
004,149,149,004000090,2024-02-08 21:52
004,156,156,004000095,2024-02-08 21:52
004,150,150,004000093,2024-02-08 21:52
001,107,107,001001105,2024-02-08 21:52
004,151,151,004000095,2024-02-08 21:52
001,104,104,001001105,2024-02-08 21:52
064,123,123,064000759,2024-02-08 21:53
064,119,119,064000754,2024-02-08 21:52
064,124,124,064000758,2024-02-08 21:53
064,120,120,064000759,2024-02-08 21:53
078,123,123,078000172,2024-02-08 21:53
064,121,121,064000758,2024-02-08 21:53
008,124,124,008000077,2024-02-08 21:53
078,124,124,078000172,2024-02-08 21:53
008,125,125,008000087,2024-02-08 21:53
008,148,148,008000077,2024-02-08 21:53
008,149,149,008000087,2024-02-08 21:53
062,73,73,062000271,2024-02-08 21:53
062,74,74,062000262,2024-02-08 21:53
003,134,134,003000619,2024-02-08 21:53
079,77,77,079000123,2024-02-08 21:53
003,124,124,003000619,2024-02-08 21:53
003,135,135,003000614,2024-02-08 21:53
003,125,125,003000614,2024-02-08 21:53
001,108,108,001001100,2024-02-08 21:53
001,105,105,001001100,2024-02-08 21:53
008,126,126,008000074,2024-02-08 21:53
008,150,150,008000074,2024-02-08 21:53
